id,term,ontoid,ontolabel,characterr,characterstate,source
2256,rib,TAO:0000538,rib,character,"atlas ribs",Anderson_2007.xml_3b6b34ae-da4a-4f4d-9242-b49008e5c813.txt-0
2257,rib,TAO:0000538,rib,character,"ribs anterior to sacrum",Anderson_2007.xml_4e3e3b17-55bd-4e99-87e5-a1c69c178b90.txt-0
2258,rib,TAO:0000538,rib,character,"number pairs of caudal ribs",Anderson_2007.xml_ec07b8ab-df24-47a4-bb5b-aeba58782910.txt-0
2259,rib,TAO:0000538,rib,character,"imbricate ribs",Swartz_2012.xml_0c977cd9-6bcf-4cb6-abcc-fbdec7a57b85.txt-0
2260,rib,TAO:0000538,rib,character,"ribs , trunk",Swartz_2012.xml_786994e7-1f91-4005-8231-64a959703775.txt-0
2261,rib,TAO:0000538,rib,character,"ribs , trunk",Swartz_2012.xml_89073e49-aab8-4ebf-9b67-b4c51e05ad6b.txt-0
2262,rib,TAO:0000538,rib,character,"expanded ribs",Swartz_2012.xml_b684b7dc-c061-4f7f-8042-de179e938931.txt-0
2263,rib,TAO:0000538,rib,character,"ribs , trunk",Swartz_2012.xml_edf9df38-86b9-4c53-9bc1-3cea014d5977.txt-0
2264,ridge,UBERON:0004529;,"anatomical projection;",description,"elongated ridge",earlyevolutionofarchosaurs-1.xml_0ac35e03-64c6-4340-8b90-6faf31f82c22_6c490f46-e102-4f19-b81c-fe15191f2b24.txt-0
2265,ridge,UBERON:0004529;,"anatomical projection;",character,"prootic , ridge on lateral surface of inferior anterior process ventral to the trigeminal foramen :",earlyevolutionofarchosaurs-1.xml_3a8ef377-33b0-4d84-b695-4a4c286a14c9.txt-0
2266,ridge,UBERON:0004529;,"anatomical projection;",description,"distinct anteroposteriorly ridge on the lateral edge",earlyevolutionofarchosaurs-1.xml_40618ff6-2978-4743-be39-7660e7f74ee2_9b567967-cf14-4c36-bf65-71499c6b4ef4.txt-0
2267,ridge,UBERON:0004529;,"anatomical projection;",description,"sharp ridge",earlyevolutionofarchosaurs-1.xml_68298c66-fc27-424b-b417-722af5dc53f1_62faf2c0-417f-432f-b959-9d694ad8350b.txt-0
2268,ridge,UBERON:0004529;,"anatomical projection;",description,"rounded ridge",earlyevolutionofarchosaurs-1.xml_68298c66-fc27-424b-b417-722af5dc53f1_efddf2d9-fc00-4ce5-b01f-83df211ca5ad.txt-0
2269,ridge,UBERON:0004529;,"anatomical projection;",description,"thin ridge",earlyevolutionofarchosaurs-1.xml_6f05616d-bd1d-42da-a452-e69f3dc667cb_895ce678-68c1-4ee9-a9f8-57b6952c4e8d.txt-0
2270,ridge,UBERON:0004529;,"anatomical projection;",description,"sharp longitudinal ridge present",earlyevolutionofarchosaurs-1.xml_7a31bed5-84f7-4b06-9707-3afe0b214161_a2f28aa0-1e8f-4d4f-ab99-beb5d5590aa8.txt-0
2271,ridge,UBERON:0004529;,"anatomical projection;",description,"bulbous longitudinal ridge present",earlyevolutionofarchosaurs-1.xml_7a31bed5-84f7-4b06-9707-3afe0b214161_a8d77a34-faf5-41b0-b6aa-9d0b93b04ab3.txt-0
2272,ridge,UBERON:0004529;,"anatomical projection;",description,"distinct , rugose ridge present",earlyevolutionofarchosaurs-1.xml_815fbf26-4eb3-447a-80a4-9c200f5d929d_ae993e87-4c5b-47eb-b992-4cf37ce139ec.txt-0
2273,ridge,UBERON:0004529;,"anatomical projection;",description,"smooth or slight ridge",earlyevolutionofarchosaurs-1.xml_815fbf26-4eb3-447a-80a4-9c200f5d929d_c9eb7be5-b564-47fb-9000-d0861228274f.txt-0
2274,ridge,UBERON:0004529;,"anatomical projection;",character,"supraoccipital , rugose ridge on the anterolateral edges :",earlyevolutionofarchosaurs-1.xml_8f904127-c7ce-4fdb-967c-49187285aace.txt-0
2275,ridge,UBERON:0004529;,"anatomical projection;",description,"without distinct ridge on dorsal surface along edge of supratemporal fossa",earlyevolutionofarchosaurs-1.xml_9b9dfc19-2b67-494d-9c8b-6251b000a607_52e0c35f-55e3-4fd2-8ef2-d5e080feeda5.txt-0
2276,ridge,UBERON:0004529;,"anatomical projection;",description,"with distinct ridge on dorsal surface along edge of supratemporal fossa",earlyevolutionofarchosaurs-1.xml_9b9dfc19-2b67-494d-9c8b-6251b000a607_686424d0-bcaa-456d-a2d7-6e9d6c39f66b.txt-0
2277,ridge,UBERON:0004529;,"anatomical projection;",description,"with ridge on lateral side of the ventral process",earlyevolutionofarchosaurs-1.xml_9ec98dfb-c3ae-45d0-8edd-ba0473dbec01_c8027d57-75fa-42a0-bb8c-400b2e1c7b7c.txt-0
2278,ridge,UBERON:0004529;,"anatomical projection;",description,"without ridge on lateral side of the ventral process",earlyevolutionofarchosaurs-1.xml_9ec98dfb-c3ae-45d0-8edd-ba0473dbec01_ed7a8012-00c6-426e-bcd8-fc8016de30c5.txt-0
2279,ridge,UBERON:0004529;,"anatomical projection;",character,"ilium , ridge connecting the posterior portion of the supra_acetabular rim to the posterior portion of the ilium :",earlyevolutionofarchosaurs-1.xml_a0854baf-9922-4078-856a-aa18434c6018.txt-0
2280,ridge,UBERON:0004529;,"anatomical projection;",character,"coracoid , sharp ridge leading from the glenoid to anteroventral corner :",earlyevolutionofarchosaurs-1.xml_a561258f-1553-429e-aef9-6db752b20ecb.txt-0
2281,ridge,UBERON:0004529;,"anatomical projection;",description,"absent , no distinct ridge for the attachment of the m . caudifemoralis",earlyevolutionofarchosaurs-1.xml_b5c2ef90-f358-4d2c-8bac-1784bf98e0ab_598d65c4-f12d-48f5-ba73-b49baa7e394e.txt-0
2282,ridge,UBERON:0004529;,"anatomical projection;",character,"astragalus , ridge separating the tibial facet from the posterior edge :",earlyevolutionofarchosaurs-1.xml_d4df0c21-a738-49c7-b1ac-7dae85a325dd.txt-0
2283,ridge,UBERON:0004529;,"anatomical projection;",description,"without a ridge marking the posteroventral corner of the lower temporal fossa",earlyevolutionofarchosaurs-1.xml_e177f529-eef3-4691-a8f9-534aa46225a8_6f0c6cca-7fad-4f1a-b8f0-d90aa104a092.txt-0
2284,ridge,UBERON:0004529;,"anatomical projection;",description,"with a ridge marking the posteroventral corner of the lower temporal fossa",earlyevolutionofarchosaurs-1.xml_e177f529-eef3-4691-a8f9-534aa46225a8_9c57f1e6-9919-4857-8cae-7726bcb0579f.txt-0
2285,ridge,UBERON:0004529;,"anatomical projection;",character,"femur , ridge of attachment of the m . caudifemoralis :",earlyevolutionofarchosaurs-1.xml_eb0b7476-81c6-4ef8-925c-8136b096fa26.txt-0
2286,ridge,UBERON:0004529;,"anatomical projection;",character,"jugal , longitudinal ridge on the lateral surface of the body :",earlyevolutionofarchosaurs-1.xml_ebcd2037-0cc3-4e9d-bec9-b7568b4df50b.txt-0
2287,ridge,UBERON:0004529;,"anatomical projection;",description,"rounded and restricted to a bulbous ridge",earlyevolutionofarchosaurs-1.xml_ebcd2037-0cc3-4e9d-bec9-b7568b4df50b_c07739b1-2906-4333-90fd-51852d6a98eb.txt-0
2288,ridge,UBERON:0004529;,"anatomical projection;",description,"distinct proximodistally oriented ridge present",earlyevolutionofarchosaurs-1.xml_fcad475b-6f69-4055-a3eb-d17d4637bfeb_f62ebff9-7f0b-4516-b467-f96a5d7fd914.txt-0
2289,ridge,UBERON:0004529;,"anatomical projection;",description,"with longitudinal ridge along midline",earlyevolutionofarchosaurs-1.xml_fd890195-c3d8-46f0-aafe-cc2530122e70_a5eda5fe-cb5d-48ce-963c-e90a3fbcc532.txt-0
2290,ridge,UBERON:0004529;,"anatomical projection;",character,"strong lateral ridge between zygapophyses",Anderson_2007.xml_b962bd4b-0826-4586-8bda-0fc0580d759e.txt-0
2291,ridge,UBERON:0004529;,"anatomical projection;",description,"fairly regular pit and ridge",Swartz_2012.xml_449daa7b-084b-4dfb-98e9-bd538b2cc564_377c0fe8-62d8-4ee4-a89b-7c631874d9a0.txt-0
2292,ridge,UBERON:0004529;,"anatomical projection;",description,"strong midline ridge but shallow pits",Swartz_2012.xml_50964d16-9759-4850-947f-591ddbe8bc28_12a24957-ddd4-43d1-8066-4ef316291686.txt-0
2293,ridge,UBERON:0004529;,"anatomical projection;",description,"rhomboid with internal ridge",Swartz_2012.xml_7ea4e9c7-ae95-4201-b010-ad8777521769_a52bb447-aa92-451d-bb8f-d419ef8251ff.txt-0
2294,ridge,UBERON:0004529;,"anatomical projection;",character,"anterior termination of ventral ridge",Swartz_2012.xml_c7f18132-1097-4825-bdc2-c7cc71e1ad2b.txt-0
2295,ridge,UBERON:0004529;,"anatomical projection;",description,"shallow ridges",Anderson_2007.xml_9546ea1d-9fdd-4b1d-b15b-ad8028eb1f6d_1d7edaca-3e95-4a7a-9acd-2c4d689a71e6.txt-0
2296,rim,UBERON:0003147;,"obsolete peritreme;",description,"ilium , crest dorsal to the supra_acetabular crest / rim :",earlyevolutionofarchosaurs-1.xml_0119909b-b258-4b6f-8a3b-3e89b2f935aa_0c1914c3-2289-4083-9b6a-2fcd1e059e71.txt-0
2297,rim,UBERON:0003147;,"obsolete peritreme;",character,"ilium , dorsal margin dorsal to the supra_acetabular rim :",earlyevolutionofarchosaurs-1.xml_1abd9d25-d1c4-452c-a999-d395485d6bfc.txt-0
2298,rim,UBERON:0003147;,"obsolete peritreme;",description,"non_terminal , posterior rim of nares behind anterior rim of antorbital fenestra",earlyevolutionofarchosaurs-1.xml_5c48e321-e826-4c04-aab0-424784ca168b_97f3d585-8aa1-499e-b486-fda4ac4f6fba.txt-0
2299,rim,UBERON:0003147;,"obsolete peritreme;",description,"non_terminal , posterior rim of nares in front of anterior rim of antorbital fenestra",earlyevolutionofarchosaurs-1.xml_5c48e321-e826-4c04-aab0-424784ca168b_ce1d3831-d844-4283-b7bf-a9cfb46928f5.txt-0
2300,rim,UBERON:0003147;,"obsolete peritreme;",character,"ilium , ridge connecting the posterior portion of the supra_acetabular rim to the posterior portion of the ilium :",earlyevolutionofarchosaurs-1.xml_a0854baf-9922-4078-856a-aa18434c6018.txt-0
2301,rim,UBERON:0003147;,"obsolete peritreme;",description,"ilium , crest dorsal to the supra_acetabular crest / rim :",earlyevolutionofarchosaurs-1.xml_ca3d8594-81d4-4b9f-b1b0-c74fb4117cee_ed86063a-13ee-4dac-a82a-0400fd69c935.txt-0
2302,rim,UBERON:0003147;,"obsolete peritreme;",description,"dorsal to the ventralmost extent of the centrum rim",earlyevolutionofarchosaurs-1.xml_d904199d-484d-4dd2-b364-dab15c9b9219_5526314b-71c9-436f-bf31-987dc85f4a26.txt-0
2303,rim,UBERON:0003147;,"obsolete peritreme;",description,"raised rim defining a fossa around the choana on the ventral surface",earlyevolutionofarchosaurs-1.xml_f187a0c2-a005-4f70-b492-478646e46ac8_53cbb29b-2cf5-4af6-ba47-d896fcf58997.txt-0
2304,rim,UBERON:0003147;,"obsolete peritreme;",description,"smooth , no raised rim on ventral surface",earlyevolutionofarchosaurs-1.xml_f187a0c2-a005-4f70-b492-478646e46ac8_8e581e71-3ef1-425f-9a86-8b145bcf088f.txt-0
2305,rim,UBERON:0003147;,"obsolete peritreme;",description,"expanded dorsally , height markedly taller than the dorsal portion of the supra_acetabular rim to the pubis_ischium contact",earlyevolutionofarchosaurs-1.xml_fd9730b8-6f1b-48cd-9f40-f422db999609_0161d637-7966-4239-ad05-b0fd1ff3fd79.txt-0
2306,rim,UBERON:0003147;,"obsolete peritreme;",description,"height about the same or shorter than the distance from the dorsal portion of the supra_acetabular rim to the pubis_ischium contact",earlyevolutionofarchosaurs-1.xml_fd9730b8-6f1b-48cd-9f40-f422db999609_51498efb-2cb7-4ef6-9739-8eb3fdec7836.txt-0
2307,rim,UBERON:0003147;,"obsolete peritreme;",character,"raised orbital rim",Anderson_2007.xml_3c098cba-db0f-46dd-970c-f68d086fb72f.txt-0
2308,rim,UBERON:0003147;,"obsolete peritreme;",character,"sacral vertebrae , centra articular rims :",earlyevolutionofarchosaurs-1.xml_c970cd2e-f5e3-4b62-8edd-2a59d0f6eecd.txt-0
2309,rim,UBERON:0003147;,"obsolete peritreme;",description,"extends ventral to the centrum rims",earlyevolutionofarchosaurs-1.xml_d904199d-484d-4dd2-b364-dab15c9b9219_76f32e52-7aed-4d88-91c2-c3916f01d4e5.txt-0
2310,roof,,,character,"opisthotic connection to skull roof",Anderson_2007.xml_8800723e-f253-4482-981d-3b0175fe46cd.txt-0
2311,roof,,,character,"proportion of skull roof lying anterior to middle of orbits",Swartz_2012.xml_41b2ab1d-7360-4ab2-afa5-0f4d74140708.txt-0
2312,roof,,,description,"runs through skull roof",Swartz_2012.xml_c5cff16b-d2c3-4da0-b293-0dbdd3ca6d23_7f950fb1-afad-4d2f-b53a-b04934d29599.txt-0
2313,roof,,,description,"follows edge of skull roof",Swartz_2012.xml_c5cff16b-d2c3-4da0-b293-0dbdd3ca6d23_ddfee52c-b905-45af-9f8b-f098e2dd2ee2.txt-0
2314,root,http://purl.obolibrary.org/obo/NCBITaxon:1;,root;,description,"mesiodistally expanded above root in cheek teeth",earlyevolutionofarchosaurs-1.xml_cc9c4415-d347-4bb9-972a-848edd640bcb_6df2ad5d-de96-4468-a75a-891680db9886.txt-0
2315,row,,,description,"in paramedian row",earlyevolutionofarchosaurs-1.xml_d2464a60-9614-4cce-aa89-b8352dc810b2_dc1c030d-3833-44af-8fad-4dbcd0f7a914.txt-0
2316,row,,,description,"a single median row",earlyevolutionofarchosaurs-1.xml_d2464a60-9614-4cce-aa89-b8352dc810b2_fa9d1db4-083b-44cb-9e89-d039662f3b1d.txt-0
2317,row,,,character,"articulation to tooth row",Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.txt-0
2318,row,,,character,"enlarged teeth mid tooth row",Anderson_2007.xml_3eba3979-aa75-4d0b-92af-91bdd52ea6ef.txt-0
2319,row,,,description,"middle of tooth row",Anderson_2007.xml_7aaff1e5-e739-4a04-bce1-6ce3b7b82f3f_a586f50c-523b-49e9-9c82-311b6eb564ba.txt-0
2320,row,,,description,"posterior tooth row",Anderson_2007.xml_7aaff1e5-e739-4a04-bce1-6ce3b7b82f3f_e21b251e-9669-40c7-b178-e027b212d451.txt-0
2321,row,,,character,"coronoids with a row of very small teeth or denticles lateral to tooth row",Swartz_2012.xml_001b42bd-f057-413a-ada3-b44fe4d04e21.txt-0
2322,row,,,description,"medial exposure in addition to the tooth row",Swartz_2012.xml_19eec389-b309-488d-89c6-e76ad4151ee5_7aac32eb-4e0e-48e5-9449-a61ddc9b64fa.txt-0
2323,row,,,description,"more or less confined to margins of the tooth row",Swartz_2012.xml_19eec389-b309-488d-89c6-e76ad4151ee5_e410ef43-8718-4142-85d2-1a43ecc40c49.txt-0
2324,row,,,character,"dentary tooth row reaches symphysis",Swartz_2012.xml_2bb110e9-341f-4be7-be09-80cb0c2271ce.txt-0
2325,row,,,character,"vomerine row of small teeth",Swartz_2012.xml_3bfcce63-c65b-45d6-87d3-6a7422f4021b.txt-0
2326,row,,,character,"anterior wall of vomer bears tooth row meeting in midline",Swartz_2012.xml_9e3a7c48-71ef-4ea1-857c-c0796f394023.txt-0
2327,row,,,description,"long , sutured to coronoid , denticulated or with tooth row",Swartz_2012.xml_ad77b938-5a3a-4635-a5ba-bc47273c93f9_23892f30-0e50-4eca-87f2-a2a1f6faed94.txt-0
2328,row,,,description,"dermopalatine / ectopterygoid denticle row",Swartz_2012.xml_b93684b5-3173-4edc-9210-d2d7b3525fd1_aca45f17-216b-4b77-8dd9-397239417c15.txt-0
2329,row,,,character,"ectopterygoid row of smaller teeth",Swartz_2012.xml_ed58fc11-04f1-4f49-8611-3a28ee9be285.txt-0
2330,row,,,description,"organized tooth row",Swartz_2012.xml_f7de7809-1207-422a-bc7a-5ff0fcfc58a8_cd649c26-47d4-43b1-a9ee-78ccbc3f0b06.txt-0
2331,row,,,character,"osteoderms , number of paramedian rows :",earlyevolutionofarchosaurs-1.xml_cb67f6d0-05ff-4969-8dc5-78bd40b02a0a.txt-0
2332,row,,,description,"multiple in rows",Anderson_2007.xml_52243cea-166b-494e-b8db-e932d928930d_de7b7aeb-839e-477f-a4f0-63fcce8bdfd1.txt-0
2333,row,,,character,"accessory tooth rows on dentary",Swartz_2012.xml_6bc4c69d-ed71-46a0-bdb1-2fe03b1e99b8.txt-0
2334,sacral,,,character,"first primordial sacral , articular surface of sacral rib :",earlyevolutionofarchosaurs-1.xml_2de289ee-beed-4fb0-8dc5-499c68b22470.txt-0
2335,sacral,,,character,"sacral vertebrae , prezygapophyses and postzygapophyses :",earlyevolutionofarchosaurs-1.xml_3cd4fcf4-19e2-453d-8469-c5ffc67275b6.txt-0
2336,sacral,,,character,"second primordial sacral , rib :",earlyevolutionofarchosaurs-1.xml_6bf34353-51f7-4108-9555-cb0408b8ede5.txt-0
2337,sacral,,,character,"sacral ribs :",earlyevolutionofarchosaurs-1.xml_90c6ed2d-e3e5-48c6-ac82-968a971d8eb6.txt-0
2338,sacral,,,description,"shared between two sacral vertebrae",earlyevolutionofarchosaurs-1.xml_90c6ed2d-e3e5-48c6-ac82-968a971d8eb6_03ee7709-9019-4294-b350-40ba0f2e5af7.txt-0
2339,sacral,,,description,"almost entirely restricted to a single sacral vertebra",earlyevolutionofarchosaurs-1.xml_90c6ed2d-e3e5-48c6-ac82-968a971d8eb6_8a550829-4e0e-4a2d-934f-940368904491.txt-0
2340,sacral,,,character,"primordial sacral one , sacral rib :",earlyevolutionofarchosaurs-1.xml_a19cb8c5-7644-43fd-b055-ef692e8cda35.txt-0
2341,sacral,,,character,"sacral centra :",earlyevolutionofarchosaurs-1.xml_c3cc1a66-cc10-49d6-bf2c-f8a18f4e9181.txt-0
2342,sacral,,,character,"sacral vertebrae , centra articular rims :",earlyevolutionofarchosaurs-1.xml_c970cd2e-f5e3-4b62-8edd-2a59d0f6eecd.txt-0
2343,sacral,,,character,"insertion of a sacral vertebra between the first primordial sacral vertebra :",earlyevolutionofarchosaurs-1.xml_de7b8ee4-0b48-4ea1-913d-15530d823eb5.txt-0
2344,sacral,,,character,"sacral parapophysis",Anderson_2007.xml_04d9b0e3-4897-4d59-a3c4-13c2dc48cd0e.txt-0
2345,sacral,,,character,"number of sacrals",Anderson_2007.xml_679b96fb-2d04-46f3-a157-c692d6f549a4.txt-0
2346,sacrum,UBERON:0003690;,sacrum;,description,"free from the sacrum",earlyevolutionofarchosaurs-1.xml_a718d310-975d-4c69-b5af-16af2c8fd1d6_2641c438-b893-4f0c-9f91-5cc4cb7882f2.txt-0
2347,sacrum,UBERON:0003690;,sacrum;,description,"incorporated into the sacrum , with their ribs / transverse processes articulating with the pelvis",earlyevolutionofarchosaurs-1.xml_a718d310-975d-4c69-b5af-16af2c8fd1d6_71f24d78-5634-453f-949e-9f62bb9f9c51.txt-0
2348,sacrum,UBERON:0003690;,sacrum;,description,"present in sacrum",earlyevolutionofarchosaurs-1.xml_c970cd2e-f5e3-4b62-8edd-2a59d0f6eecd_eefe9ad4-584b-47e1-9635-800aae8ea88d.txt-0
2349,sacrum,UBERON:0003690;,sacrum;,description,"incorporated into the sacrum , with their ribs / transverse processes articulating with the pelvis",earlyevolutionofarchosaurs-1.xml_d0f06d41-5056-4e21-8f1f-d603edb7638f_3a6073e5-8349-4e41-8d73-fe798452c027.txt-0
2350,sacrum,UBERON:0003690;,sacrum;,description,"free from the sacrum",earlyevolutionofarchosaurs-1.xml_d0f06d41-5056-4e21-8f1f-d603edb7638f_3e1687b4-27cb-4207-8f07-f420779acf79.txt-0
2351,sacrum,UBERON:0003690;,sacrum;,character,"ribs anterior to sacrum",Anderson_2007.xml_4e3e3b17-55bd-4e99-87e5-a1c69c178b90.txt-0
2352,scale,TAO:0000277,scale,character,"body scale morphology",Swartz_2012.xml_7ea4e9c7-ae95-4201-b010-ad8777521769.txt-0
2353,scale,TAO:0000277,scale,description,"complete body covering of scales",Swartz_2012.xml_bbdb1310-b5aa-4bfe-89ca-7118141cfe56_749535a6-ae32-4834-ac54-b44f886f9785.txt-0
2354,scapula,TAO:0000583,scapula,character,"scapula , acromion process :",earlyevolutionofarchosaurs-1.xml_70766495-b97a-4e34-97a1-d70fd9635f05.txt-0
2355,scapula,TAO:0000583,scapula,description,"in the about the same plane as ventral edge of the scapula",earlyevolutionofarchosaurs-1.xml_70766495-b97a-4e34-97a1-d70fd9635f05_373b3352-97b9-4355-b4ce-330e78233625.txt-0
2356,scapula,TAO:0000583,scapula,description,"distinctly raised above the ventral edge of the scapula",earlyevolutionofarchosaurs-1.xml_70766495-b97a-4e34-97a1-d70fd9635f05_d42b0562-9763-49b6-bf6e-53acca463bb7.txt-0
2357,scapula,TAO:0000583,scapula,character,"scapula , tear_drop shaped tuber on the posterior edge , just dorsal of the glenoid fossa of the scapula :",earlyevolutionofarchosaurs-1.xml_73f9ba69-06f7-4434-887b-574b4f39c10e.txt-0
2358,scapula,TAO:0000583,scapula,character,"scapula , blade height versus distal width :",earlyevolutionofarchosaurs-1.xml_a2ec0039-e5e4-4c9e-aefa-7b2faa5ce2cf.txt-0
2359,scapula,TAO:0000583,scapula,character,"scapula , length :",earlyevolutionofarchosaurs-1.xml_d6cfe302-7eec-441f-9d56-8da5ec84bd21.txt-0
2360,scapula,TAO:0000583,scapula,character,"scapula , entire anterior margin :",earlyevolutionofarchosaurs-1.xml_d7eb4e00-52ec-422e-8061-38f819fd4c8c.txt-0
2361,scapula,TAO:0000583,scapula,description,"scapula only",Anderson_2007.xml_b12f588e-a7e9-4c7f-afcb-4f2b03c37737_46d3730e-b372-4688-8735-ca12dc35671f.txt-0
2362,scapulocoracoid,UBERON:0004753;,scapulocoracoid;,character,"scapulocoracoid , anterior margin :",earlyevolutionofarchosaurs-1.xml_76ddd54d-db16-478d-abc9-db2588932f16.txt-0
2363,scapulocoracoid,UBERON:0004753;,scapulocoracoid;,character,"scapulocoracoid ossification",Anderson_2007.xml_b12f588e-a7e9-4c7f-afcb-4f2b03c37737.txt-0
2364,scapulocoracoid,UBERON:0004753;,scapulocoracoid;,character,scapulocoracoid,Swartz_2012.xml_ecb237b9-ed02-4d76-bc10-28ceb85fa694.txt-0
2365,scar,,,description,"distinct scar orientated mediolaterally",earlyevolutionofarchosaurs-1.xml_22b17e29-479c-464f-bf36-bc5a5c4557ae_63a568cd-3cff-4a98-94b8-932f393b2e90.txt-0
