characterr,sentence,entityontoid,entitylabel,qualityontoid,qualitylabel
Lower surface of epiotic,with a posteroventral laminar process contacting exoccipital and postemporal,BSPO:0000084^OBO_REL:part_of(TAO:0001412),ventral region(part_of(epiotic)),PATO:0000052,shape
Lower surface of epiotic,with a posteroventral laminar process contacting exoccipital and postemporal,BSPO:0000084^OBO_REL:part_of(TAO:0001412),ventral region(part_of(epiotic)),PATO:0000052,shape
Posteromedial border of the dentary,"rectangular, without a posterior notch",BSPO:0000046^OBO_REL:part_of(TAO:0000191),postero-medial margin(part_of(dentary)),PATO:0001867,rectangular
Posteromedial border of the dentary,"rectangular, without a posterior notch",BSPO:0000046^OBO_REL:part_of(TAO:0000191),postero-medial margin(part_of(dentary)),PATO:0001867,rectangular
Posteromedial border of the dentary,with posterior notch,BSPO:0000046^OBO_REL:part_of(TAO:0000191),postero-medial margin(part_of(dentary)),PATO:0001495,notched
Posteromedial border of the dentary,with posterior notch,BSPO:0000046^OBO_REL:part_of(TAO:0000191),postero-medial margin(part_of(dentary)),PATO:0001495,notched
Dorsal part of lateral ethmoid,lateral ethmoid develops a broad dorsal plate forming part of dorsal neurocranium,BSPO:0000079^OBO_REL:part_of(TAO:0000226),dorsal region(part_of(lateral ethmoid)),PATO:0000140,position
Dorsal part of lateral ethmoid,"restricted to posterolateral section of nasal capsule, without a dorsal plate",BSPO:0000079^OBO_REL:part_of(TAO:0000226),dorsal region(part_of(lateral ethmoid)),PATO:0000140,position
Dorsal profile of opercle,"greatly curved, with semicircular shape",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001592,increased curvature
Dorsal profile of opercle,"greatly curved, with semicircular shape",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001592,increased curvature
Dorsal profile of opercle,"greatly curved, with semicircular shape",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0002232,semicircular
Dorsal profile of opercle,"greatly curved, with semicircular shape",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0002232,semicircular
Dorsal profile of opercle,straight or slightly curved,BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001593,decreased curvature
Dorsal profile of opercle,straight or slightly curved,BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001593,decreased curvature
Dorsal profile of opercle,straight or slightly curved,BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0002180,straight
Dorsal profile of opercle,straight or slightly curved,BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0002180,straight
Parapophysis of fourth vertebra,enlarged posteriorly,BSPO:0000072^OBO_REL:part_of(TAO:0001971),posterior region(part_of(parapophysis 4)),PATO:0000586,increased size
Parapophysis of fourth vertebra,enlarged posteriorly,BSPO:0000072^OBO_REL:part_of(TAO:0001971),posterior region(part_of(parapophysis 4)),PATO:0000586,increased size
Parapophysis of fourth vertebra,forming a lateral plate,BSPO:0000082^OBO_REL:part_of(TAO:0001971),lateral region(part_of(parapophysis 4)),PATO:0000407,flat
Parapophysis of fourth vertebra,forming a lateral plate,BSPO:0000082^OBO_REL:part_of(TAO:0001971),lateral region(part_of(parapophysis 4)),PATO:0000407,flat
Transformed process of tripus,folded posteriorly,BSPO:0000072^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000698)),posterior region(part_of(process(part_of(tripus)))),PATO:0001910,folded
Transformed process of tripus,folded posteriorly,BSPO:0000072^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000698)),posterior region(part_of(process(part_of(tripus)))),PATO:0001910,folded
Transformed process of tripus,not folded posteriorly,BSPO:0000072^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000698)),posterior region(part_of(process(part_of(tripus)))),PATO:0000052,shape
Transformed process of tripus,not folded posteriorly,BSPO:0000072^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0000698)),posterior region(part_of(process(part_of(tripus)))),PATO:0000052,shape
Anterior border of pectoral spine,"flat, with or without serration",BSPO:0000671^OBO_REL:part_of(TAO:0001787),anterior margin(part_of(pectoral fin spine)),PATO:0000407,flat
Anterior border of pectoral spine,"flat, with or without serration",BSPO:0000671^OBO_REL:part_of(TAO:0001787),anterior margin(part_of(pectoral fin spine)),PATO:0000407,flat
Anterior border of pectoral spine,"flat, with or without serration",BSPO:0000671^OBO_REL:part_of(TAO:0001787),anterior margin(part_of(pectoral fin spine)),PATO:0001206,serrated
Anterior border of pectoral spine,"flat, with or without serration",BSPO:0000671^OBO_REL:part_of(TAO:0001787),anterior margin(part_of(pectoral fin spine)),PATO:0001206,serrated
Anterior border of pectoral spine,"flat, with or without serration",BSPO:0000671^OBO_REL:part_of(TAO:0001787),anterior margin(part_of(pectoral fin spine)),PATO:0001975,unserrated
Anterior border of pectoral spine,"flat, with or without serration",BSPO:0000671^OBO_REL:part_of(TAO:0001787),anterior margin(part_of(pectoral fin spine)),PATO:0001975,unserrated
Reticulations in anterior pigment pattern,absent,BSPO:0000071^OBO_REL:part_of(TAO:0001115),anterior region(part_of(trunk)),PATO:0000019^PHENOSCAPE:complement_of(PATO:0001947),color pattern(not(netted))
Reticulations in anterior pigment pattern,present,BSPO:0000071^OBO_REL:part_of(TAO:0001115),anterior region(part_of(trunk)),PATO:0001947,netted
Reticulations in anterior pigment pattern,vertical bars,BSPO:0000071^OBO_REL:part_of(TAO:0001115),anterior region(part_of(trunk)),PATO:0002276,barred
Anterior margin of large supraneural,fused,BSPO:0000671^OBO_REL:part_of(TAO:0001192),anterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Anterior margin of large supraneural,fused,BSPO:0000671^OBO_REL:part_of(TAO:0001192),anterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Anterior margin of large supraneural,unfused,BSPO:0000671^OBO_REL:part_of(TAO:0001192),anterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Anterior margin of large supraneural,unfused,BSPO:0000671^OBO_REL:part_of(TAO:0001192),anterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Posterior margin of large supraneural,fused,BSPO:0000672^OBO_REL:part_of(TAO:0001192),posterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Posterior margin of large supraneural,fused,BSPO:0000672^OBO_REL:part_of(TAO:0001192),posterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Posterior margin of large supraneural,unfused,BSPO:0000672^OBO_REL:part_of(TAO:0001192),posterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Posterior margin of large supraneural,unfused,BSPO:0000672^OBO_REL:part_of(TAO:0001192),posterior margin(part_of(supraneural 3 bone)),PATO:0000141,structure
Ventral margin of small supraneural,folds medially,BSPO:0000684^OBO_REL:part_of(TAO:0001191),ventral margin(part_of(supraneural 2 bone)),PATO:0000140,position
Ventral margin of small supraneural,vertical,BSPO:0000684^OBO_REL:part_of(TAO:0001191),ventral margin(part_of(supraneural 2 bone)),PATO:0001854,vertical
Distal ends of premaxillary ascending processes,fused,BSPO:0000078^OBO_REL:part_of(TAO:0001577),distal region(part_of(premaxilla ascending process)),PATO:0000642,fused with
Distal ends of premaxillary ascending processes,fused,BSPO:0000078^OBO_REL:part_of(TAO:0001577),distal region(part_of(premaxilla ascending process)),PATO:0000642,fused with
Distal ends of premaxillary ascending processes,separate,BSPO:0000078^OBO_REL:part_of(TAO:0001577),distal region(part_of(premaxilla ascending process)),PATO:0001505,separated from
Distal ends of premaxillary ascending processes,separate,BSPO:0000078^OBO_REL:part_of(TAO:0001577),distal region(part_of(premaxilla ascending process)),PATO:0001505,separated from
Shape of opercle,ventral margin concave,BSPO:0000684^OBO_REL:part_of(TAO:0000250),ventral margin(part_of(opercle)),PATO:0001857,concave
Shape of opercle,ventral margin concave,BSPO:0000684^OBO_REL:part_of(TAO:0000250),ventral margin(part_of(opercle)),PATO:0001857,concave
Shape of opercle,ventral margin straight or convex,BSPO:0000684^OBO_REL:part_of(TAO:0000250),ventral margin(part_of(opercle)),PATO:0001355,convex
Shape of opercle,ventral margin straight or convex,BSPO:0000684^OBO_REL:part_of(TAO:0000250),ventral margin(part_of(opercle)),PATO:0001355,convex
Shape of opercle,ventral margin straight or convex,BSPO:0000684^OBO_REL:part_of(TAO:0000250),ventral margin(part_of(opercle)),PATO:0002180,straight
Shape of opercle,ventral margin straight or convex,BSPO:0000684^OBO_REL:part_of(TAO:0000250),ventral margin(part_of(opercle)),PATO:0002180,straight
Shape of cleithrum,reduced: lateral and ventral laminae are reduced,BSPO:0000082^OBO_REL:part_of(TAO:0000184),lateral region(part_of(cleithrum)),PATO:0000587,decreased size
Shape of cleithrum,reduced: lateral and ventral laminae are reduced,BSPO:0000082^OBO_REL:part_of(TAO:0000184),lateral region(part_of(cleithrum)),PATO:0000587,decreased size
Shape of cleithrum,reduced: lateral and ventral laminae are reduced,BSPO:0000084^OBO_REL:part_of(TAO:0000184),ventral region(part_of(cleithrum)),PATO:0000587,decreased size
Shape of cleithrum,reduced: lateral and ventral laminae are reduced,BSPO:0000084^OBO_REL:part_of(TAO:0000184),ventral region(part_of(cleithrum)),PATO:0000587,decreased size
Shape of cleithrum,well developed: ventrally enlarged,BSPO:0000084^OBO_REL:part_of(TAO:0000184),ventral region(part_of(cleithrum)),PATO:0000586,increased size
Shape of cleithrum,well developed: ventrally enlarged,BSPO:0000084^OBO_REL:part_of(TAO:0000184),ventral region(part_of(cleithrum)),PATO:0000586,increased size
Expanded anterior margin of the anterohyals,all loricariids share an expanded anterior margin of the anterohyal,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000586,increased size
Expanded anterior margin of the anterohyals,all loricariids share an expanded anterior margin of the anterohyal,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000586,increased size
Expanded anterior margin of the anterohyals,all other siluroids lack this expanded anterohyal,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000587,decreased size
Expanded anterior margin of the anterohyals,all other siluroids lack this expanded anterohyal,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000587,decreased size
Anterior mesethmoid margin,anterior mesethmoid margin is bifurcate,BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001784,bifurcated
Anterior mesethmoid margin,anterior mesethmoid margin is bifurcate,BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001784,bifurcated
Anterior mesethmoid margin,"anterior tip of the mesethmoid is simple, with either a straight, or an arrow-shaped margin",BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001881,arrow-shaped
Anterior mesethmoid margin,"anterior tip of the mesethmoid is simple, with either a straight, or an arrow-shaped margin",BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001881,arrow-shaped
Anterior mesethmoid margin,"anterior tip of the mesethmoid is simple, with either a straight, or an arrow-shaped margin",BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0002180,straight
Anterior mesethmoid margin,"anterior tip of the mesethmoid is simple, with either a straight, or an arrow-shaped margin",BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0002180,straight
The anterolateral margin of the prootic,incomplete,BSPO:0000029^OBO_REL:part_of(TAO:0000575),antero-lateral region(part_of(prootic)),PATO:0000141,structure
The anterolateral margin of the prootic,incomplete,BSPO:0000029^OBO_REL:part_of(TAO:0000575),antero-lateral region(part_of(prootic)),PATO:0000141,structure
The anterolateral margin of the prootic,portion of the bone forming the outer rim of this fenestra is complete,BSPO:0000029^OBO_REL:part_of(TAO:0000575),antero-lateral region(part_of(prootic)),PATO:0000141,structure
The anterolateral margin of the prootic,portion of the bone forming the outer rim of this fenestra is complete,BSPO:0000029^OBO_REL:part_of(TAO:0000575),antero-lateral region(part_of(prootic)),PATO:0000141,structure
Preopercle,not reflected medially,BSPO:0000684^OBO_REL:part_of(TAO:0000264),ventral margin(part_of(preopercle)),PATO:0000052,shape
Preopercle,not reflected medially,BSPO:0000684^OBO_REL:part_of(TAO:0000264),ventral margin(part_of(preopercle)),PATO:0000052,shape
Preopercle,ventral margin of the preopercle is reflected medially to form a laminar shelf medial to the canalbearing cheek plate,BSPO:0000684^OBO_REL:part_of(TAO:0000264),ventral margin(part_of(preopercle)),PATO:0002164,curved medial
Preopercle,ventral margin of the preopercle is reflected medially to form a laminar shelf medial to the canalbearing cheek plate,BSPO:0000684^OBO_REL:part_of(TAO:0000264),ventral margin(part_of(preopercle)),PATO:0002164,curved medial
Anterior margin of the snout,"anterior margin of the snout is composed of numerous, small separate platelets",BSPO:0000671^OBO_REL:part_of(TAO:0001712),anterior margin(part_of(snout)),PATO:0000141,structure
Anterior margin of the snout,"anterior margin of the snout is composed of numerous, small separate platelets",BSPO:0000671^OBO_REL:part_of(TAO:0001712),anterior margin(part_of(snout)),PATO:0000141,structure
Anterior margin of the snout,"anterior snout tip is without plates, the remainder of the snout composed of small separate platelets",BSPO:0000671^OBO_REL:part_of(TAO:0001712),anterior margin(part_of(snout)),PATO:0000141,structure
Anterior margin of the snout,"anterior snout tip is without plates, the remainder of the snout composed of small separate platelets",BSPO:0000671^OBO_REL:part_of(TAO:0001712),anterior margin(part_of(snout)),PATO:0000141,structure
Anterior margin of the snout,snout plates are large and fewer in number,BSPO:0000671^OBO_REL:part_of(TAO:0001712),anterior margin(part_of(snout)),PATO:0000141,structure
Anterior margin of the snout,snout plates are large and fewer in number,BSPO:0000671^OBO_REL:part_of(TAO:0001712),anterior margin(part_of(snout)),PATO:0000141,structure
The compound pterotic-supracleithrum,bone bears an elongate posterior extension which forms the dorsal margin of an enlarged lateral opening of the swimbladder capsule,BSPO:0000072^OBO_REL:part_of(TAO:0002019),posterior region(part_of(pterotic-posttemporal-supracleithrum)),PATO:0001154,elongated
